Order_id,old_taxonID_linked_genome_sequence,new_taxonID_in_Fig.1,No. Complete and single-copy,No. Complete and duplicated,No. Fragmented,Missing,No. Complete and single-copy(pct),CUG_usage,#Organism Name linked to NCBI record,Strain linked to NCBI record,species linked to NCBI record,genus linked to NCBI record,family/clade linked to NCBI record,order linked to NCBI record,class linked to NCBI record,subphyum linked to NCBI record,phyum linked to NCBI record,Current species name in Mycobank,genus in Mycobank, family in Mycobank,order in Mycobank,class in Mycobank,subphylum in Mycobank,phylum in Mycobank,Assembly,Link
48,Colletotrichum_sp._JS-367,Colletotrichum_sp._JS-367,258,4,19,9,88.96551724,Leu,Colletotrichum sp. JS-367,JS-367,Colletotrichum sp.,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,NA,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003122705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/122/705/GCA_003122705.1_ASM312270v1/GCA_003122705.1_ASM312270v1_genomic.fna.gz
49,Morchella_septimelata,Morchella_septimelata,263,4,12,11,90.68965517,Leu,Morchella septimelata,MG91,Morchella septimelata,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,Morchella septimelata,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,GCA_003313775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/775/GCA_003313775.1_ASM331377v1/GCA_003313775.1_ASM331377v1_genomic.fna.gz
50,Cordyceps_farinosa,Cordyceps_farinosa,272,4,5,9,93.79310345,Leu,Cordyceps farinosa,KACC 47486,Cordyceps farinosa,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Cordyceps farinosa,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003025275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/275/GCA_003025275.1_ASM302527v1/GCA_003025275.1_ASM302527v1_genomic.fna.gz
51,Rutstroemia_sp._NJR-2017a_BVV2,Rutstroemia_sp._NJR-2017a_BVV2,265,22,0,3,91.37931034,Leu,Rutstroemia sp. NJR-2017a BVV2,NJR-2017a BVV2,Rutstroemia sp.,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_002946415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/415/GCA_002946415.1_ASM294641v1/GCA_002946415.1_ASM294641v1_genomic.fna.gz
52,Cladonia_uncialis,Cladonia_uncialis,268,0,7,15,92.4137931,Leu,Cladonia uncialis,Normore 8774,Cladonia uncialis,Cladonia,Cladoniaceae,Lecanorales,Lecanoromycetes,Pezizomycotina,Ascomycota,Cladonia uncialis,Cladonia,Cladoniaceae,Lecanorales,Lecanoromycetes,Pezizomycotina,Ascomycota,GCA_002927785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/927/785/GCA_002927785.1_ASM292778v1/GCA_002927785.1_ASM292778v1_genomic.fna.gz
53,Trichophyton_equinum,Trichophyton_equinum,270,1,8,11,93.10344828,Leu,Trichophyton equinum CBS 127.97,CBS 127.97,Trichophyton equinum,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,Trichophyton equinum,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000151175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/175/GCA_000151175.1_ASM15117v1/GCA_000151175.1_ASM15117v1_genomic.fna.gz
54,Pseudogymnoascus_sp._VKM_F-4281_FW-2241,Pseudogymnoascus_sp._VKM_F-4281_FW-2241,272,1,11,6,93.79310345,Leu,Pseudogymnoascus sp. VKM F-4281 (FW-2241),VKM F-4281 (FW-2241),Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_000750745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/745/GCA_000750745.1_DG6/GCA_000750745.1_DG6_genomic.fna.gz
55,Penicillium_carneum,Penicillium_carneum,266,18,5,1,91.72413793,Leu,Penicillium carneum LCP05634,LCP05634,Penicillium carneum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium carneum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000577495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/495/GCA_000577495.1_PCARLCP05634_20131217/GCA_000577495.1_PCARLCP05634_20131217_genomic.fna.gz
56,Tuber_magnatum,Tuber_magnatum,273,3,8,6,94.13793103,Leu,Tuber magnatum,091103-1,Tuber magnatum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,Tuber magnatum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,GCA_003182015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/182/015/GCA_003182015.1_ASM318201v1/GCA_003182015.1_ASM318201v1_genomic.fna.gz
57,Sporothrix_pallida,Sporothrix_pallida,264,2,1,23,91.03448276,Leu,Sporothrix pallida,SPA8,Sporothrix pallida,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,Sporothrix pallida,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000710705.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/710/705/GCA_000710705.2_ASM71070v2/GCA_000710705.2_ASM71070v2_genomic.fna.gz
58,Aspergillus_sclerotiorum,Aspergillus_sclerotiorum,271,1,11,7,93.44827586,Leu,Aspergillus sclerotiorum,HBR18,Aspergillus sclerotiorum,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus sclerotiorum,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000530345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/530/345/GCA_000530345.1_HBR18v1/GCA_000530345.1_HBR18v1_genomic.fna.gz
59,Leptographium_procerum,Leptographium_procerum,277,1,7,5,95.51724138,Leu,Leptographium procerum,CMW34542,Leptographium procerum,Leptographium,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,Leptographium procerum,Leptographium,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000806385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/806/385/GCA_000806385.1_ASM80638v1/GCA_000806385.1_ASM80638v1_genomic.fna.gz
60,Chaetomium_globosum,Chaetomium_globosum,271,1,4,14,93.44827586,Leu,Chaetomium globosum CBS 148.51,CBS 148.51,Chaetomium globosum,Chaetomium,Chaetomiaceae,Sordariales,Sordariomycetes,Pezizomycotina,Ascomycota,Chaetomium globosum,Chaetomium,Chaetomiaceae,Sordariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000143365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/365/GCA_000143365.1_ASM14336v1/GCA_000143365.1_ASM14336v1_genomic.fna.gz
61,Xylaria_longipes,Xylaria_longipes,268,2,6,14,92.4137931,Leu,Xylaria longipes,IHI A66,Xylaria longipes,Xylaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,Xylaria longipes,Xylaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003426265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/265/GCA_003426265.1_ASM342626v1/GCA_003426265.1_ASM342626v1_genomic.fna.gz
62,Huntiella_omanensis,Huntiella_omanensis,272,0,7,11,93.79310345,Leu,Huntiella omanensis,CMW 11056,Huntiella omanensis,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Pezizomycotina,Ascomycota,Huntiella omanensis,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000833645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/645/GCA_000833645.1_ASM83364v1/GCA_000833645.1_ASM83364v1_genomic.fna.gz
63,Coniochaeta_hoffmannii,Coniochaeta_hoffmannii,271,0,11,8,93.44827586,Leu,Coniochaeta hoffmannii,CBS 245.38,Coniochaeta hoffmannii,Coniochaeta,Coniochaetaceae,Coniochaetales,Sordariomycetes,Pezizomycotina,Ascomycota,Coniochaeta hoffmannii,Coniochaeta,Coniochaetaceae,Coniochaetales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002798055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/798/055/GCA_002798055.1_ASM279805v1/GCA_002798055.1_ASM279805v1_genomic.fna.gz
64,Ceratocystiopsis_brevicomis,Ceratocystiopsis_brevicomis,275,1,6,8,94.82758621,Leu,Ceratocystiopsis brevicomis,CBS 137839,Ceratocystiopsis brevicomis,Ceratocystiopsis,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,Ceratocystiopsis brevicomis,Ceratocystiopsis,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002778105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/778/105/GCA_002778105.1_ASM277810v1/GCA_002778105.1_ASM277810v1_genomic.fna.gz
65,Cercospora_canescens,Cercospora_canescens,270,0,14,6,93.10344828,Leu,Cercospora canescens BHU,BHU,Cercospora canescens,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Cercospora canescens,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_000347735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/735/GCA_000347735.1_C_canescens_MTCC-10836_BHU_v01/GCA_000347735.1_C_canescens_MTCC-10836_BHU_v01_genomic.fna.gz
66,Stagonosporopsis_tanaceti,Stagonosporopsis_tanaceti,276,0,10,4,95.17241379,Leu,Stagonosporopsis tanaceti,"CBS 131484, CBS 131485, TAS 55503, DAR 70020",Stagonosporopsis tanaceti,Stagonosporopsis,Didymellaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,Stagonosporopsis tanaceti,Stagonosporopsis,Didymellaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_000812845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/845/GCA_000812845.1_ASM81284v1/GCA_000812845.1_ASM81284v1_genomic.fna.gz
67,Pseudogymnoascus_sp._VKM_F-4520_FW-2644,Pseudogymnoascus_sp._VKM_F-4520_FW-2644,273,4,7,6,94.13793103,Leu,Pseudogymnoascus sp. VKM F-4520 (FW-2644),VKM F-4520 (FW-2644),Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_000750995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/995/GCA_000750995.1_DG39/GCA_000750995.1_DG39_genomic.fna.gz
68,Juglanconis_juglandina,Juglanconis_juglandina,274,0,5,11,94.48275862,Leu,Juglanconis juglandina,CBS 121083,Juglanconis juglandina,Juglanconis,Juglanconidaceae,Diaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,Juglanconis juglandina,Juglanconis,Juglanconidaceae,Diaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003012975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/975/GCA_003012975.1_ASM301297v1/GCA_003012975.1_ASM301297v1_genomic.fna.gz
69,Umbilicaria_pustulata,Lasallia_pustulata,281,2,2,5,96.89655172,Leu,Umbilicaria pustulata,,Umbilicaria pustulata,Umbilicaria,Umbilicariaceae,Umbilicariales,Lecanoromycetes,Pezizomycotina,Ascomycota,Lasallia pustulata,Lasallia,Umbilicariaceae,Umbilicariales,Lecanoromycetes,Pezizomycotina,Ascomycota,GCA_900169345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/345/GCA_900169345.1_Lasallia_pustulata_v1/GCA_900169345.1_Lasallia_pustulata_v1_genomic.fna.gz
70,Phialophora_attae,Phialophora_attae,274,0,7,9,94.48275862,Leu,Phialophora attae,CBS 131958,Phialophora attae,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Pezizomycotina,Ascomycota,Phialophora attae,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001299255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/299/255/GCA_001299255.1_ASM129925v1/GCA_001299255.1_ASM129925v1_genomic.fna.gz
71,Fusarium_phaseoli,Neocosmospora_phaseoli_NRRL_31156,273,3,12,2,94.13793103,Leu,Fusarium phaseoli,NRRL 31156,Fusarium phaseoli,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Neocosmospora phaseoli,Neocosmospora,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001680515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/515/GCA_001680515.1_ASM168051v1/GCA_001680515.1_ASM168051v1_genomic.fna.gz
72,Ilyonectria_mors-panacis,Ilyonectria_mors-panacis,278,1,4,7,95.86206897,Leu,Ilyonectria mors-panacis,g3b,Ilyonectria mors-panacis,Ilyonectria,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Ilyonectria mors-panacis,Ilyonectria,no_rank,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002991585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/991/585/GCA_002991585.1_ASM299158v1/GCA_002991585.1_ASM299158v1_genomic.fna.gz
73,Ascosphaera_apis,Ascosphaera_apis,272,0,9,9,93.79310345,Leu,Ascosphaera apis ARSEF 7405,ARSEF 7405,Ascosphaera apis,Ascosphaera,Ascosphaeraceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,Ascosphaera apis,Ascosphaera,Ascosphaeraceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001636715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/715/GCA_001636715.1_AAP_1.0/GCA_001636715.1_AAP_1.0_genomic.fna.gz
74,Cordyceps_militaris,Cordyceps_militaris,276,1,3,10,95.17241379,Leu,Cordyceps militaris,1,Cordyceps militaris,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Cordyceps militaris,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003332165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/165/GCA_003332165.1_ASM333216v1/GCA_003332165.1_ASM333216v1_genomic.fna.gz
75,Hypoxylon_pulicicidum,Hypoxylon_pulicicidum,271,0,3,16,93.44827586,Leu,Hypoxylon pulicicidum,MF5954,Hypoxylon pulicicidum,Hypoxylon,Hypoxylaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,Hypoxylon pulicicidum,Hypoxylon,Hypoxylaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002775035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/775/035/GCA_002775035.1_ASM277503v1/GCA_002775035.1_ASM277503v1_genomic.fna.gz
76,Elaphomyces_granulatus,Elaphomyces_granulatus,273,4,2,11,94.13793103,Leu,Elaphomyces granulatus,OSC145934,Elaphomyces granulatus,Elaphomyces,Elaphomycetaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Elaphomyces granulatus,Elaphomyces,Elaphomycetaceae,Elaphomycetales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002240705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/705/GCA_002240705.1_PX439/GCA_002240705.1_PX439_genomic.fna.gz
77,Tuber_calosporum,Tuber_calosporum,278,1,4,7,95.86206897,Leu,Tuber calosporum,MG102,Tuber calosporum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,Tuber calosporum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,GCA_003316355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/355/GCA_003316355.1_ASM331635v1/GCA_003316355.1_ASM331635v1_genomic.fna.gz
78,Pseudogymnoascus_sp._04NY16,Pseudogymnoascus_sp._04NY16,272,1,9,8,93.79310345,Leu,Pseudogymnoascus sp. 04NY16,04NY16,Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_001630575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/575/GCA_001630575.1_ASM163057v1/GCA_001630575.1_ASM163057v1_genomic.fna.gz
79,Pseudogymnoascus_sp._VKM_F-4515_FW-2607,Pseudogymnoascus_sp._VKM_F-4515_FW-2607,277,1,4,8,95.51724138,Leu,Pseudogymnoascus sp. VKM F-4515 (FW-2607),VKM F-4515 (FW-2607),Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_000750805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/805/GCA_000750805.1_DG10/GCA_000750805.1_DG10_genomic.fna.gz
80,Tuber_umbilicatum,Tuber_umbilicatum,277,3,6,4,95.51724138,Leu,Tuber umbilicatum,MG104,Tuber umbilicatum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,Tuber umbilicatum,Tuber,Tuberaceae,Pezizales,Pezizomycetes,Pezizomycotina,Ascomycota,GCA_003313605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/605/GCA_003313605.1_ASM331360v1/GCA_003313605.1_ASM331360v1_genomic.fna.gz
81,Pseudogymnoascus_sp._VKM_F-4517_FW-2822,Pseudogymnoascus_sp._VKM_F-4517_FW-2822,275,1,6,8,94.82758621,Leu,Pseudogymnoascus sp. VKM F-4517 (FW-2822),VKM F-4517 (FW-2822),Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_000750875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/875/GCA_000750875.1_DG13/GCA_000750875.1_DG13_genomic.fna.gz
82,Neurospora_sublineolata,Neurospora_sublineolata,280,0,5,5,96.55172414,Leu,Neurospora sublineolata FGSC 5508,FGSC 5508,Neurospora sublineolata,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Pezizomycotina,Ascomycota,Neurospora sublineolata,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000604185.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/185/GCA_000604185.2_NSUB1/GCA_000604185.2_NSUB1_genomic.fna.gz
83,Rutstroemia_sp._NJR-2017a_WRK4,Rutstroemia_sp._NJR-2017a_WRK4,275,11,1,3,94.82758621,Leu,Rutstroemia sp. NJR-2017a WRK4,NJR-2017a WRK4,Rutstroemia sp.,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_002946385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/385/GCA_002946385.1_ASM294638v1/GCA_002946385.1_ASM294638v1_genomic.fna.gz
84,Ophiognomonia_clavigignenti-juglandacearum,Ophiognomonia_clavigignenti-juglandacearum,274,1,9,6,94.48275862,Leu,Ophiognomonia clavigignenti-juglandacearum,ATCC 36624,Ophiognomonia clavigignenti-juglandacearum,Ophiognomonia,Gnomoniaceae,Diaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,Ophiognomonia clavigignenti-juglandacearum,Ophiognomonia,Gnomoniaceae,Diaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003013035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/035/GCA_003013035.1_ASM301303v1/GCA_003013035.1_ASM301303v1_genomic.fna.gz
85,Curvularia_papendorfii,Curvularia_papendorfii,268,3,7,12,92.4137931,Leu,Curvularia papendorfii,UM 226,Curvularia papendorfii,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,Curvularia papendorfii,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_000817285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/285/GCA_000817285.1_ASM81728v1/GCA_000817285.1_ASM81728v1_genomic.fna.gz
86,Colletotrichum_falcatum,Colletotrichum_falcatum,274,0,12,4,94.48275862,Leu,Colletotrichum falcatum,Cf671,Colletotrichum falcatum,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Colletotrichum falcatum,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001484525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/525/GCA_001484525.1_ASM148452v1/GCA_001484525.1_ASM148452v1_genomic.fna.gz
87,Xylaria_polymorpha,Xylaria_polymorpha,280,1,4,5,96.55172414,Leu,Xylaria polymorpha,DSM 105756,Xylaria polymorpha,Xylaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,Xylaria polymorpha,Xylaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003426235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/235/GCA_003426235.1_ASM342623v1/GCA_003426235.1_ASM342623v1_genomic.fna.gz
88,Pseudogymnoascus_sp._VKM_F-4518_FW-2643,Pseudogymnoascus_sp._VKM_F-4518_FW-2643,274,2,6,8,94.48275862,Leu,Pseudogymnoascus sp. VKM F-4518 (FW-2643),VKM F-4518 (FW-2643),Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,NA,Pseudogymnoascus,Pseudeurotiaceae,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_000750925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/925/GCA_000750925.1_DG36/GCA_000750925.1_DG36_genomic.fna.gz
89,Kretzschmaria_deusta,Kretzschmaria_deusta,274,1,3,12,94.48275862,Leu,Kretzschmaria deusta,DSM 104547,Kretzschmaria deusta,Kretzschmaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,Kretzschmaria deusta,Kretzschmaria,Xylariaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002081935.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/081/935/GCA_002081935.3_Kretzschmaria_deusta_v3/GCA_002081935.3_Kretzschmaria_deusta_v3_genomic.fna.gz
90,Monascus_purpureus,Monascus_purpureus,272,1,4,13,93.79310345,Leu,Monascus purpureus,YY-1,Monascus purpureus,Monascus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Monascus purpureus,Monascus,Monascaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003184285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/285/GCA_003184285.1_ASM318428v1/GCA_003184285.1_ASM318428v1_genomic.fna.gz
91,Talaromyces_marneffei,Talaromyces_marneffei,276,2,1,11,95.17241379,Leu,Talaromyces marneffei PM1,PM1,Talaromyces marneffei,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Talaromyces marneffei,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000750115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/115/GCA_000750115.1_ASM75011v1/GCA_000750115.1_ASM75011v1_genomic.fna.gz
92,Erysiphe_pulchra,Erysiphe_pulchra,277,2,7,4,95.51724138,Leu,Erysiphe pulchra,Cflorida,Erysiphe pulchra,Erysiphe,Erysiphaceae,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,Erysiphe pulchra,Erysiphe,Erysiphaceae,Erysiphales,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_002918395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/918/395/GCA_002918395.1_ASM291839v1/GCA_002918395.1_ASM291839v1_genomic.fna.gz
93,Pseudocercospora_musae,Pseudocercospora_musae,273,2,0,15,94.13793103,Leu,Pseudocercospora musae,CBS 116634,Pseudocercospora musae,Pseudocercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Pseudocercospora musae,Pseudocercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_001578225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/225/GCA_001578225.1_ASM157822v1/GCA_001578225.1_ASM157822v1_genomic.fna.gz
94,Trichophyton_tonsurans,Trichophyton_tonsurans,278,1,4,7,95.86206897,Leu,Trichophyton tonsurans CBS 112818,CBS 112818,Trichophyton tonsurans,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,Trichophyton tonsurans,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000151455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/455/GCA_000151455.1_ASM15145v1/GCA_000151455.1_ASM15145v1_genomic.fna.gz
